pv,tipo,empresa_informante,procedencia,procdet,geojson
PV-BATLOM17,FOSA DE QUEMA,YPF S.A.,PLANTA COMPRESORA,BATLOM17,"{""type"":""Point"",""coordinates"":[-69.2050579799999,-37.3540978189999]}"
FQ-LTE.x-1,FOSA DE QUEMA,AMERICAS PETROGAS ARGENTINA S.A.,PLANTA COMPRESORA,Pozo LTE.x-1,"{""type"":""Point"",""coordinates"":[-69.1305955505532,-37.4797754707913]}"
BATVCM04-SVENTEOS-SCC001,CHIMENEA DE QUEMA,YPF S.A.,YACIMIENTO,BATVCM04,"{""type"":""Point"",""coordinates"":[-68.6285038309999,-33.4651205599999]}"
PV-BATLOM35,FOSA DE QUEMA,YPF S.A.,PLANTA COMPRESORA,BATLOM35,"{""type"":""Point"",""coordinates"":[-69.1738362369999,-37.273854296]}"
ALIVIO DE BATERIA LP-1005,CHIMENEA DE QUEMA,ROCH S.A.,YACIMIENTO,LOS PATOS,"{""type"":""Point"",""coordinates"":[-68.07246873,-53.69137208]}"
PV-BATCHI04,FOSA DE QUEMA,YPF S.A.,PLANTA COMPRESORA,BATCHI04,"{""type"":""Point"",""coordinates"":[-69.301332112,-37.30682804]}"
PV-BATCHI08,FOSA DE QUEMA,YPF S.A.,PLANTA COMPRESORA,BATCHI08,"{""type"":""Point"",""coordinates"":[-69.296093452,-37.346422487]}"
USPEOR01-SVENTEOS-EFL001,FOSA DE QUEMA,YPF S.A.,PLANTA COMPRESORA,USP-EC EOR 01,"{""type"":""Point"",""coordinates"":[-69.2167364472292,-37.9866202880958]}"
PV-BATCHI01,FOSA DE QUEMA,YPF S.A.,PLANTA COMPRESORA,BATCHI01,"{""type"":""Point"",""coordinates"":[-69.3209130779999,-37.320738002]}"
PCGCHS03-SVENTEOS-EFL001,CHIMENEA DE QUEMA,YPF S.A.,YACIMIENTO,PCGCHS03,"{""type"":""Point"",""coordinates"":[-69.597999852,-37.089029152]}"
PV-BATLOM24,FOSA DE QUEMA,YPF S.A.,PLANTA COMPRESORA,BATLOM24,"{""type"":""Point"",""coordinates"":[-69.24726744,-37.328889814]}"
PCGVCM01-SVENTEOS-EFL001,CHIMENEA DE QUEMA,YPF S.A.,YACIMIENTO,PCGVCM01,"{""type"":""Point"",""coordinates"":[-68.6261297889999,-33.463020102]}"
PCGFLM01-SEPYFILT-EFL001,CHIMENEA DE QUEMA,YPF S.A.,YACIMIENTO,PCGFLM01,"{""type"":""Point"",""coordinates"":[-69.6516001809999,-37.276260308]}"
BATGUA03-SVENTEOS-EFL001,CHIMENEA DE QUEMA,YPF S.A.,YACIMIENTO,BATGUA03,"{""type"":""Point"",""coordinates"":[-69.266534678,-38.85974515]}"
EPFLCO03-SVENTEOS-EFL001,CHIMENEA DE QUEMA,YPF S.A.,YACIMIENTO,EPF-03,"{""type"":""Point"",""coordinates"":[-68.8775061846626,-38.319253977589]}"
PTGLGF01-SVENTEOS-EFL500,CHIMENEA DE QUEMA,YPF S.A.,YACIMIENTO,PTGLGF01,"{""type"":""Point"",""coordinates"":[-67.533719095,-53.9694661779999]}"
PV-BATCHI37,FOSA DE QUEMA,YPF S.A.,PLANTA COMPRESORA,BATCHI37,"{""type"":""Point"",""coordinates"":[-69.35134471,-37.327611873]}"
USPATD01-SVENTEOS-EFL001,CHIMENEA DE QUEMA,YPF S.A.,YACIMIENTO,USPATD01,"{""type"":""Point"",""coordinates"":[-68.8370771579999,-38.7454170779999]}"
BATCLS02-SVENTEOS-EFL001,CHIMENEA DE QUEMA,YPF S.A.,YACIMIENTO,BATCLS02,"{""type"":""Point"",""coordinates"":[-69.586140266,-36.9870275979999]}"
PV-BATSPD07,FOSA DE QUEMA,YPF S.A.,PLANTA COMPRESORA,BATSPD07,"{""type"":""Point"",""coordinates"":[-68.1935318279999,-37.645692541]}"
PV-BATSPD10,FOSA DE QUEMA,YPF S.A.,PLANTA COMPRESORA,BATSPD10,"{""type"":""Point"",""coordinates"":[-68.145443442,-37.625464811]}"
PV-BATLOM30,FOSA DE QUEMA,YPF S.A.,PLANTA COMPRESORA,BATLOM30,"{""type"":""Point"",""coordinates"":[-69.158971746,-37.330061824]}"
BATCHS01-SVENTEOS-EFL001,CHIMENEA DE QUEMA,YPF S.A.,YACIMIENTO,BATCHS01,"{""type"":""Point"",""coordinates"":[-69.601683705,-37.093438696]}"
PTCVCM01-VENTEO,CHIMENEA DE QUEMA,YPF S.A.,YACIMIENTO,PTCVCM01,"{""type"":""Point"",""coordinates"":[-68.632459247,-33.489158548]}"
PV-PTGCHI06,CHIMENEA DE QUEMA,YPF S.A.,YACIMIENTO,PTGCHI06,"{""type"":""Point"",""coordinates"":[-69.2799420979999,-37.3314460779999]}"
PV-BATSPD06,FOSA DE QUEMA,YPF S.A.,PLANTA COMPRESORA,BATSPD06,"{""type"":""Point"",""coordinates"":[-68.152581759,-37.666802908]}"
USPLLL12-SVENTEOS-EFL001,CHIMENEA DE QUEMA,YPF S.A.,YACIMIENTO,USPLLL12,"{""type"":""Point"",""coordinates"":[-68.7351842369999,-38.442324788]}"
PV-BATCHI02,FOSA DE QUEMA,YPF S.A.,PLANTA COMPRESORA,BATCHI02,"{""type"":""Point"",""coordinates"":[-69.334145811,-37.295486212]}"
PV-BATCHI05,FOSA DE QUEMA,YPF S.A.,PLANTA COMPRESORA,BATCHI05,"{""type"":""Point"",""coordinates"":[-69.266403752,-37.3301736679999]}"
BATPDB03-SVENTEOS-SCC001,CHIMENEA DE QUEMA,YPF S.A.,YACIMIENTO,BATPDB03,"{""type"":""Point"",""coordinates"":[-68.6633985079999,-33.507007078]}"
BATPHC02-SVENTEOS-EFL001,CHIMENEA DE QUEMA,YPF S.A.,YACIMIENTO,BATPHC02,"{""type"":""Point"",""coordinates"":[-69.167726289,-38.910538773]}"
USPLCE08-SVENTEOS-EFL001,CHIMENEA DE QUEMA,YPF S.A.,YACIMIENTO,USPLCE08,"{""type"":""Point"",""coordinates"":[-68.6913794929999,-38.390240131]}"
Venteo PTG Fortin de Piedra,CHIMENEA DE QUEMA,TECPETROL S.A.,YACIMIENTO,PTG Fortin de Piedra,"{""type"":""Point"",""coordinates"":[-69.029827,-38.457868]}"
BATPHC01-SVENTEOS-EFL001,CHIMENEA DE QUEMA,YPF S.A.,YACIMIENTO,BATPHC01,"{""type"":""Point"",""coordinates"":[-69.220301793,-38.9148022859999]}"
BATVCM01-SVENTEOS-EFL001,CHIMENEA DE QUEMA,YPF S.A.,YACIMIENTO,BATVCM01,"{""type"":""Point"",""coordinates"":[-68.599403058,-33.486796725]}"
PV-BATLOM20,FOSA DE QUEMA,YPF S.A.,PLANTA COMPRESORA,BATLOM20,"{""type"":""Point"",""coordinates"":[-69.207174142,-37.309217615]}"
BATATD02-SVENTEOS-EFL001,CHIMENEA DE QUEMA,YPF S.A.,YACIMIENTO,BATATD02,"{""type"":""Point"",""coordinates"":[-68.8618227649999,-38.754038598]}"
USPLCC14-SVENTEOS-EFL001,CHIMENEA DE QUEMA,YPF S.A.,YACIMIENTO,USPLCC14,"{""type"":""Point"",""coordinates"":[-68.742941819,-38.361430803]}"
USPSSE04-SVENTEOS-EFL401,CHIMENEA DE QUEMA,YPF S.A.,YACIMIENTO,USPSSE04,"{""type"":""Point"",""coordinates"":[-68.182635744,-53.3202161999999]}"
PV-BATLOM11,FOSA DE QUEMA,YPF S.A.,PLANTA COMPRESORA,BATLOM11,"{""type"":""Point"",""coordinates"":[-69.229507992,-37.327599924]}"
PV-BATSPD04,FOSA DE QUEMA,YPF S.A.,PLANTA COMPRESORA,BATSPD04,"{""type"":""Point"",""coordinates"":[-68.2238829789999,-37.6447941869999]}"
PCGCLS02-SVENTEOS_EFL001,CHIMENEA DE QUEMA,YPF S.A.,YACIMIENTO,PCGCLS02,"{""type"":""Point"",""coordinates"":[-69.58950917,-37.030182908]}"
Venteo BaterÃ­a Aguada del Chivato,CHIMENEA DE QUEMA,MEDANITO S.A.,YACIMIENTO,BaterÃ­a Aguada del Chivato (BaterÃ­a y parque de compresiÃ³n),"{""type"":""Point"",""coordinates"":[-68.977825,-37.49214]}"
Venteo Planta de Tratamiento de Gas Catriel,CHIMENEA DE QUEMA,MEDANITO S.A.,YACIMIENTO,Planta de compresiÃ³n y Tratamiento de Gas,"{""type"":""Point"",""coordinates"":[-67.9444142110854,-38.0622274016978]}"
FQ-BAT-EHa-4270-001,FOSA DE QUEMA,CGC ENERGIA SAU,PLANTA COMPRESORA,BAT-EHa-4270,"{""type"":""Point"",""coordinates"":[-68.2686798809999,-46.5201877929999]}"
FQ-PC-PC1-001,FOSA DE QUEMA,CGC ENERGIA SAU,PLANTA COMPRESORA,PC-PC1,"{""type"":""Point"",""coordinates"":[-67.6142784439999,-46.5394522129999]}"
FQ-BAT-MEN-506-001,FOSA DE QUEMA,CGC ENERGIA SAU,PLANTA COMPRESORA,BAT-MEN-506,"{""type"":""Point"",""coordinates"":[-67.9636966139999,-46.5468002689999]}"
FQ-BAT-PCA-2123-001,FOSA DE QUEMA,CGC ENERGIA SAU,PLANTA COMPRESORA,BAT-PCA-2123,"{""type"":""Point"",""coordinates"":[-68.691927501,-46.6123363229999]}"
FQ-BAT-EH-136-001,FOSA DE QUEMA,CGC ENERGIA SAU,PLANTA COMPRESORA,BAT-EH-136,"{""type"":""Point"",""coordinates"":[-68.100738782,-46.6407045799999]}"
FQ-BAT-EH-180-001,FOSA DE QUEMA,CGC ENERGIA SAU,PLANTA COMPRESORA,BAT-EH-180,"{""type"":""Point"",""coordinates"":[-68.1039108529999,-46.5588612739999]}"
FQ-BAT-ME-507-001,FOSA DE QUEMA,CGC ENERGIA SAU,PLANTA COMPRESORA,BAT-ME-507,"{""type"":""Point"",""coordinates"":[-67.9330422639999,-46.6020347209999]}"
FQ-ColAux-TP-3045-001,FOSA DE QUEMA,CGC ENERGIA SAU,PLANTA COMPRESORA,ColAux-TP-3045,"{""type"":""Point"",""coordinates"":[-67.9633668409999,-46.4942783559999]}"
FQ-BAT-TP-174-001,FOSA DE QUEMA,CGC ENERGIA SAU,PLANTA COMPRESORA,BAT-TP-174,"{""type"":""Point"",""coordinates"":[-67.8636461339999,-46.4883326979999]}"
FQ-PC-PCB-001,FOSA DE QUEMA,CGC ENERGIA SAU,PLANTA COMPRESORA,PC-PCB-2,"{""type"":""Point"",""coordinates"":[-68.2169018889999,-46.600578078]}"
FQ-PC-PCA-001,FOSA DE QUEMA,CGC ENERGIA SAU,PLANTA COMPRESORA,PC-PCA,"{""type"":""Point"",""coordinates"":[-68.3426782749999,-46.567148588]}"
FQ-BAT-CS-22-001,FOSA DE QUEMA,CGC ENERGIA SAU,PLANTA COMPRESORA,BAT-CS-22,"{""type"":""Point"",""coordinates"":[-67.5644056509999,-46.5289042659999]}"
FQ-BAT-ME-505-001,FOSA DE QUEMA,CGC ENERGIA SAU,PLANTA COMPRESORA,BAT-ME-505,"{""type"":""Point"",""coordinates"":[-67.8832110689999,-46.5651804789999]}"
FQ-MENA-5001-001,FOSA DE QUEMA,CGC ENERGIA SAU,PLANTA COMPRESORA,MENA-5001,"{""type"":""Point"",""coordinates"":[-68.0796055959999,-46.5426790699999]}"
FQ-BAT-EH-127-001,FOSA DE QUEMA,CGC ENERGIA SAU,PLANTA COMPRESORA,BAT-EH-127,"{""type"":""Point"",""coordinates"":[-68.0964148929999,-46.6128342399999]}"
FQ-BAT-SPCA-1186-001,FOSA DE QUEMA,CGC ENERGIA SAU,PLANTA COMPRESORA,BAT-SPCA-1186,"{""type"":""Point"",""coordinates"":[-68.7656948549999,-46.573271045]}"
FQ-BAT-EH-200-001,FOSA DE QUEMA,CGC ENERGIA SAU,PLANTA COMPRESORA,BAT-EH-200,"{""type"":""Point"",""coordinates"":[-68.1472731039999,-46.5300320999999]}"
FQ-BAT-MEN-502-001,FOSA DE QUEMA,CGC ENERGIA SAU,PLANTA COMPRESORA,BAT-MEN-502,"{""type"":""Point"",""coordinates"":[-67.9225815049999,-46.559251049]}"
FQ-BAT-SPC-1165-001,FOSA DE QUEMA,CGC ENERGIA SAU,PLANTA COMPRESORA,BAT-SPC-1165,"{""type"":""Point"",""coordinates"":[-68.7543357709999,-46.5952471329999]}"
FQ-BAT-ME-504-001,FOSA DE QUEMA,CGC ENERGIA SAU,PLANTA COMPRESORA,BAT-ME-504,"{""type"":""Point"",""coordinates"":[-68.0120968789999,-46.6062603169999]}"
FQ-BAT-MEN-161-001,FOSA DE QUEMA,CGC ENERGIA SAU,PLANTA COMPRESORA,BAT-MEN-161,"{""type"":""Point"",""coordinates"":[-68.0575277729999,-46.564533325]}"
FQ-BAT-SPC-1019-001,FOSA DE QUEMA,CGC ENERGIA SAU,PLANTA COMPRESORA,BAT-SPC-1019,"{""type"":""Point"",""coordinates"":[-68.6996503989999,-46.6492698119999]}"
FQ-BAT-SPC-304-001,FOSA DE QUEMA,CGC ENERGIA SAU,PLANTA COMPRESORA,BAT-SPC-304,"{""type"":""Point"",""coordinates"":[-68.7089222819999,-46.6262900439999]}"
FQ-PG-UME-001,FOSA DE QUEMA,CGC ENERGIA SAU,PLANTA COMPRESORA,PG-UME,"{""type"":""Point"",""coordinates"":[-67.9735164179999,-46.5658716799999]}"
FQ-BAT-ME-511-001,FOSA DE QUEMA,CGC ENERGIA SAU,PLANTA COMPRESORA,BAT-ME-511,"{""type"":""Point"",""coordinates"":[-67.9695101139999,-46.6146301629999]}"
FQ-PTG-EH-LTS-001,FOSA DE QUEMA,CGC ENERGIA SAU,PLANTA COMPRESORA,PTG-EH-LTS,"{""type"":""Point"",""coordinates"":[-68.0967582509999,-46.6362297119999]}"
FQ-MSA-2001-001,FOSA DE QUEMA,CGC ENERGIA SAU,PLANTA COMPRESORA,BAT-MSA-2001,"{""type"":""Point"",""coordinates"":[-68.492221104,-46.6592156989999]}"
FQ-BAT-SPC-1096-001,FOSA DE QUEMA,CGC ENERGIA SAU,PLANTA COMPRESORA,BAT-SPC-1096,"{""type"":""Point"",""coordinates"":[-68.6614271099999,-46.681295561]}"
OESTE-MZAN-VENTEO BAT-4VIZ- Extraordinario,CHIMENEA DE QUEMA,YPF S.A.,YACIMIENTO,YACIMIENTO VIZCACHERAS - BATERIAS DE PRODUCCIÃN,"{""type"":""Point"",""coordinates"":[-68.398878214,-33.57250765]}"
OESTE-MZAN-VENTEO BAT-5VIZ- Extraordinario,CHIMENEA DE QUEMA,YPF S.A.,YACIMIENTO,YACIMIENTO VIZCACHERAS - BATERIAS DE PRODUCCIÃN,"{""type"":""Point"",""coordinates"":[-68.3893960629999,-33.587831379]}"
FQ-PC-PC-303-001,FOSA DE QUEMA,CGC ENERGIA SAU,PLANTA COMPRESORA,PC-PC-303,"{""type"":""Point"",""coordinates"":[-68.6181070079999,-46.5472044619999]}"
FQ-BAT-MEN-509-001,FOSA DE QUEMA,CGC ENERGIA SAU,PLANTA COMPRESORA,BAT-MEN-509,"{""type"":""Point"",""coordinates"":[-68.0551984379999,-46.520745346]}"
FQ-BAT-EHA-3215-001,FOSA DE QUEMA,CGC ENERGIA SAU,PLANTA COMPRESORA,BAT-EHA-3215,"{""type"":""Point"",""coordinates"":[-68.1270634359999,-46.519485373]}"
FQ-BAT-ME-510-001,FOSA DE QUEMA,CGC ENERGIA SAU,PLANTA COMPRESORA,BAT-ME-510,"{""type"":""Point"",""coordinates"":[-68.0496132779999,-46.6100347909999]}"
FQ-BAT-EH-2-3-001,FOSA DE QUEMA,CGC ENERGIA SAU,PLANTA COMPRESORA,BAT-EH-2-3,"{""type"":""Point"",""coordinates"":[-68.1423196109999,-46.5779123879999]}"
FQ-BAT-EH-169-001,FOSA DE QUEMA,CGC ENERGIA SAU,PLANTA COMPRESORA,BAT-EH-169,"{""type"":""Point"",""coordinates"":[-68.1899800729999,-46.5271077849999]}"
FQ-BAT-CS-29-001,FOSA DE QUEMA,CGC ENERGIA SAU,PLANTA COMPRESORA,BAT-CS-29,"{""type"":""Point"",""coordinates"":[-67.680142729,-46.5372277859999]}"
FQ-BAT-CL-605-001,FOSA DE QUEMA,CGC ENERGIA SAU,PLANTA COMPRESORA,BAT-CL-605,"{""type"":""Point"",""coordinates"":[-67.3380352019999,-46.7054760229999]}"
SP-L-6001,CHIMENEA DE QUEMA,PAN AMERICAN ENERGY SL,YACIMIENTO,San Pedrito,"{""type"":""Point"",""coordinates"":[-64.0292678210947,-22.4173998348832]}"
SP-L-7001,CHIMENEA DE QUEMA,PAN AMERICAN ENERGY SL,YACIMIENTO,San Pedrito,"{""type"":""Point"",""coordinates"":[-64.004938859087,-22.3415065484717]}"
SP-L-8001,CHIMENEA DE QUEMA,PAN AMERICAN ENERGY SL,YACIMIENTO,San Pedrito,"{""type"":""Point"",""coordinates"":[-64.00309449705,-22.3116211077545]}"
ANTORCHA- PLANTA ORIENTAL,CHIMENEA DE QUEMA,PAN AMERICAN ENERGY SL,YACIMIENTO,ORIENTAL,"{""type"":""Point"",""coordinates"":[-68.2462397272279,-38.7513425372556]}"
ANTORCHA PLANTA OCCIDENTAL,CHIMENEA DE QUEMA,PAN AMERICAN ENERGY SL,YACIMIENTO,OCCIDENTAL,"{""type"":""Point"",""coordinates"":[-68.5078582865278,-38.6952418892818]}"
ANTORCHA PUNTO C,CHIMENEA DE QUEMA,PAN AMERICAN ENERGY SL,YACIMIENTO,PUNTO C,"{""type"":""Point"",""coordinates"":[-68.546050971827,-38.6726519334211]}"
STk-BAT-PCO-1-001-1,CHIMENEA DE QUEMA,CGC ENERGIA SAU,YACIMIENTO,BAT-PCO-1,"{""type"":""Point"",""coordinates"":[-69.0415494594074,-33.3129277967976]}"
PV-LOM-01,FOSA DE QUEMA,YPF S.A.,PLANTA COMPRESORA,LOMITA,"{""type"":""Point"",""coordinates"":[-69.178155955,-37.3352572869999]}"
PV-ChSN-01,FOSA DE QUEMA,YPF S.A.,PLANTA COMPRESORA,CHIHUIDO DE LA SIERRA NEGRA,"{""type"":""Point"",""coordinates"":[-69.281510179,-37.319862295]}"
Venteo TPF,FOSA DE QUEMA,VISTA OIL & GAS ARGENTINA SAU,PLANTA COMPRESORA,TPF,"{""type"":""Point"",""coordinates"":[-68.6642248584997,-38.2393807939988]}"
Pta CDS,CHIMENEA DE QUEMA,PETROLERA LF COMPANY S.R.L.,YACIMIENTO,Cruz del Sur,"{""type"":""Point"",""coordinates"":[-68.263250000328,-53.3288055275978]}"
Bat LSB,CHIMENEA DE QUEMA,PETROLERA LF COMPANY S.R.L.,YACIMIENTO,La Sara B,"{""type"":""Point"",""coordinates"":[-68.2705556290375,-53.4350555477664]}"
Bat LSN2,CHIMENEA DE QUEMA,PETROLERA LF COMPANY S.R.L.,YACIMIENTO,La Sara Norte,"{""type"":""Point"",""coordinates"":[-68.365972188664,-53.3709722073836]}"
Bat LSN2,CHIMENEA DE QUEMA,PETROLERA LF COMPANY S.R.L.,YACIMIENTO,La Sara Norte,"{""type"":""Point"",""coordinates"":[-68.365972188664,-53.3709722073836]}"
Bat SVN,FOSA DE QUEMA,PETROLERA LF COMPANY S.R.L.,PLANTA COMPRESORA,Seccion Veintinueve,"{""type"":""Point"",""coordinates"":[-68.496444493672,-53.361888864119]}"
OESTE-MZAN-VENTEO BAT-U-3,CHIMENEA DE QUEMA,YPF S.A.,YACIMIENTO,YACIMIENTO UGARTECHE - BATERIAS DE PRODUCCIÃN,"{""type"":""Point"",""coordinates"":[-68.9673163296848,-33.307373815649]}"
Sin Dato87,FOSA DE QUEMA,YPF S.A.,PLANTA COMPRESORA,CHIHUIDO DE LA SIERRA NEGRA,"{""type"":""Point"",""coordinates"":[-69.2879783340329,-37.3603276110304]}"
Sin Dato88,FOSA DE QUEMA,YPF S.A.,PLANTA COMPRESORA,CHIHUIDO DE LA SIERRA NEGRA,"{""type"":""Point"",""coordinates"":[-69.2503463882751,-37.349714494828]}"
Sin Dato89,FOSA DE QUEMA,YPF S.A.,PLANTA COMPRESORA,CHIHUIDO DE LA SIERRA NEGRA,"{""type"":""Point"",""coordinates"":[-69.2562746769348,-37.3591754706714]}"
OESTE-MZAN-VENTEO BAT-VM-2,CHIMENEA DE QUEMA,YPF S.A.,YACIMIENTO,YACIMIENTO VACAS MUERTA - BATERIAS DE PRODUCCIÃN,"{""type"":""Point"",""coordinates"":[-68.6324615530582,-33.489164053778]}"
OESTE-MZAN-VENTEO BAT-ECP-1,FOSA DE QUEMA,YPF S.A.,PLANTA COMPRESORA,YACIMIENTO CRUZ DE PIEDRA - BATERIAS DE PRODUCCIÃN,"{""type"":""Point"",""coordinates"":[-68.8050913993486,-33.0712419304706]}"
OESTE-MZAN-VENTEO BAT-PB-3,CHIMENEA DE QUEMA,YPF S.A.,YACIMIENTO,YACIMIENTO PUNTAS BARDAS - BATERIAS DE PRODUCCIÃN,"{""type"":""Point"",""coordinates"":[-68.6634008169941,-33.5070125836638]}"
OESTE-MZAN-VENTEO BAT-B-10,FOSA DE QUEMA,YPF S.A.,PLANTA COMPRESORA,YACIMIENTO BARRANCAS - BATERIAS DE PRODUCCIÃN,"{""type"":""Point"",""coordinates"":[-68.7796258932204,-33.1969770288667]}"
"OESTE-MZAN-VENTEO BAT-BN-2
",FOSA DE QUEMA,YPF S.A.,PLANTA COMPRESORA,YACIMIENTO BARRANCAS - BATERIAS DE PRODUCCIÃN,"{""type"":""Point"",""coordinates"":[-68.7855284306925,-33.1310413867506]}"
Sin Dato90,FOSA DE QUEMA,YPF S.A.,PLANTA COMPRESORA,CHIHUIDO DE LA SIERRA NEGRA,"{""type"":""Point"",""coordinates"":[-69.2522756750823,-37.3409830823034]}"
Sin Dato102,FOSA DE QUEMA,YPF S.A.,PLANTA COMPRESORA,LOMITA,"{""type"":""Point"",""coordinates"":[-69.2416189822302,-37.2930262557571]}"
OESTE-MZAN-VENTEO PTC-B-104,CHIMENEA DE QUEMA,YPF S.A.,YACIMIENTO,YACIMIENTO UGARTECHE - BATERIA DE PRODUCCIÃN,"{""type"":""Point"",""coordinates"":[-68.7626677928843,-33.1613605555452]}"
Sin Dato121,FOSA DE QUEMA,YPF S.A.,PLANTA COMPRESORA,SEÃAL PICADA,"{""type"":""Point"",""coordinates"":[-68.1703450356948,-37.6459203642334]}"
Sin Dato122,FOSA DE QUEMA,YPF S.A.,PLANTA COMPRESORA,SEÃAL PICADA,"{""type"":""Point"",""coordinates"":[-68.2238853598215,-37.6447998719165]}"
Sin Dato123,FOSA DE QUEMA,YPF S.A.,PLANTA COMPRESORA,SEÃAL PICADA,"{""type"":""Point"",""coordinates"":[-68.1454458128739,-37.6254704976653]}"
Sin Dato124,FOSA DE QUEMA,YPF S.A.,PLANTA COMPRESORA,EL MEDANITO,"{""type"":""Point"",""coordinates"":[-67.9739929228351,-38.0366745297057]}"
OESTE-MZAN-VENTEO TK-ELEVADO-U,CHIMENEA DE QUEMA,YPF S.A.,YACIMIENTO,YACIMIENTO UGARTECHE - TANQUES ELEVADO,"{""type"":""Point"",""coordinates"":[-68.91647337005,-33.3055054974807]}"
OESTE-MZAN-VENTEO TK-ELEVADO-CF,CHIMENEA DE QUEMA,YPF S.A.,YACIMIENTO,YACIMIENTO CEFERINO - TANQUES ELEVADO,"{""type"":""Point"",""coordinates"":[-68.7802228982681,-33.5130903288555]}"
OESTE-LC EPF-01,CHIMENEA DE QUEMA,YPF S.A.,YACIMIENTO,EPF-01,"{""type"":""Point"",""coordinates"":[-68.7954760926475,-38.3061484685769]}"
OESTE-EOr USP-EOr-01,FOSA DE QUEMA,YPF S.A.,PLANTA COMPRESORA,USP-EOr-01,"{""type"":""Point"",""coordinates"":[-69.2167364481285,-37.9866202880958]}"
OESTE-LLL-USP-1 Media VTO USP-1 Media,CHIMENEA DE QUEMA,YPF S.A.,YACIMIENTO,ESTACIÃN COMPRESORA 1,"{""type"":""Point"",""coordinates"":[-68.6218708830348,-38.4864797032756]}"
OESTE-LLL-USP-2 Media VTO USP-2 Media,CHIMENEA DE QUEMA,YPF S.A.,YACIMIENTO,ESTACIÃN COMPRESORA 2,"{""type"":""Point"",""coordinates"":[-68.6374193662107,-38.4558531839772]}"
OESTE-LLL-ZC- Octogono BAT OF-01,CHIMENEA DE QUEMA,YPF S.A.,YACIMIENTO,BATERIA,"{""type"":""Point"",""coordinates"":[-69.2172615146072,-38.912274013335]}"
Sin Dato92,FOSA DE QUEMA,YPF S.A.,PLANTA COMPRESORA,CHIHUIDO DE LA SIERRA NEGRA,"{""type"":""Point"",""coordinates"":[-69.3013346046083,-37.3068336892233]}"
Sin Dato93,FOSA DE QUEMA,YPF S.A.,PLANTA COMPRESORA,CHIHUIDO DE LA SIERRA NEGRA,"{""type"":""Point"",""coordinates"":[-69.26642326722,-37.3107099587975]}"
Sin Dato94,FOSA DE QUEMA,YPF S.A.,PLANTA COMPRESORA,CHIHUIDO DE LA SIERRA NEGRA,"{""type"":""Point"",""coordinates"":[-69.2690427288388,-37.2954715600644]}"
Sin Dato95,FOSA DE QUEMA,YPF S.A.,PLANTA COMPRESORA,CHIHUIDO DE LA SIERRA NEGRA,"{""type"":""Point"",""coordinates"":[-69.2486635705673,-37.3090471564011]}"
Sin Dato96,FOSA DE QUEMA,YPF S.A.,PLANTA COMPRESORA,CHIHUIDO DE LA SIERRA NEGRA,"{""type"":""Point"",""coordinates"":[-69.2482174537724,-37.3231837507295]}"
OESTE-LLL-ZC- Octogono BAT OF-04,CHIMENEA DE QUEMA,YPF S.A.,YACIMIENTO,BATERIA,"{""type"":""Point"",""coordinates"":[-69.211557693133,-38.8983848072131]}"
Sin Dato109,FOSA DE QUEMA,YPF S.A.,PLANTA COMPRESORA,LOMITA,"{""type"":""Point"",""coordinates"":[-69.1917266446689,-37.3312638904162]}"
Sin Dato110,FOSA DE QUEMA,YPF S.A.,PLANTA COMPRESORA,LOMITA,"{""type"":""Point"",""coordinates"":[-69.1716382030406,-37.3432009318774]}"
Sin Dato111,FOSA DE QUEMA,YPF S.A.,PLANTA COMPRESORA,LOMITA,"{""type"":""Point"",""coordinates"":[-69.1781584344641,-37.3352629399327]}"
Sin Dato112,FOSA DE QUEMA,YPF S.A.,PLANTA COMPRESORA,LOMITA,"{""type"":""Point"",""coordinates"":[-69.1589742224824,-37.3300674773322]}"
Sin Dato113,FOSA DE QUEMA,YPF S.A.,PLANTA COMPRESORA,LOMITA,"{""type"":""Point"",""coordinates"":[-69.241139532963,-37.347260453607]}"
Sin Dato114,FOSA DE QUEMA,YPF S.A.,PLANTA COMPRESORA,EL MEDANITO,"{""type"":""Point"",""coordinates"":[-67.9444649020336,-38.062241725775]}"
OESTE-LLL-USP-6 Baja VTO USP-6 Baja,CHIMENEA DE QUEMA,YPF S.A.,YACIMIENTO,ESTACIÃN COMPRESORA 6,"{""type"":""Point"",""coordinates"":[-68.7698771595033,-38.4174267177688]}"
Sin Dato75,FOSA DE QUEMA,YPF S.A.,PLANTA COMPRESORA,BOOSTER - CHIUIDO DE LA SIERRA NEGRA,"{""type"":""Point"",""coordinates"":[-69.2666766970719,-37.3422770475477]}"
Sin Dato117,FOSA DE QUEMA,YPF S.A.,PLANTA COMPRESORA,SEÃAL PICADA,"{""type"":""Point"",""coordinates"":[-68.2007467514614,-37.6622402651761]}"
Sin Dato118,FOSA DE QUEMA,YPF S.A.,PLANTA COMPRESORA,SEÃAL PICADA,"{""type"":""Point"",""coordinates"":[-68.169095891762,-37.6773494052508]}"
OESTE-LLL-USP-3 Baja VTO USP-3 Baja,CHIMENEA DE QUEMA,YPF S.A.,YACIMIENTO,ESTACIÃN COMPRESORA 3,"{""type"":""Point"",""coordinates"":[-68.7135148734126,-38.4253299895873]}"
